ID;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO;ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;SM;SF;SIBLINGS;LIBRARY;POV78;EXP;EARNINGS;HOURS;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS
11809;0;1;0;0;1;38;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;50;58;54;44;59;48;54.902222;74;175;242;12;12;1;1;0;15.153846;21.870001;40;2.1346154;0;0;1;0;1;0;0;0;1
3588;0;1;0;0;1;40;18;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;66;35;60;56;55;54;47.268875;71;160;185;12;16;2;1;0;14.423077;27.24;40;1.5192307;0;0;1;0;1;0;0;1;0
5222;0;1;0;1;0;39;16;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;50;50;53;52;31;51.903408;70;190;220;11;3;4;0;0;15.288462;14.24;54;.76923078;0;0;1;0;0;0;0;0;1
1916;0;1;0;0;1;39;19;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;54;57;44;52;56;53.539127;72;150;175;16;16;2;1;0;12.403846;33.919998;40;11.25;1;1;0;0;1;0;0;1;0
2033;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;59;50;56;62;62;57.628418;72;165;210;12;12;1;0;0;20.423077;55;50;14.538462;0;0;1;0;1;0;0;0;1
11889;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;48;54;55;50;48;54;54.629604;72;145;175;15;14;2;1;0;16.057692;16.25;42;4.6923075;0;0;1;0;0;0;1;0;0
3581;0;1;0;0;1;44;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;60;49;59;56;60;56;54.629604;75;185;190;12;12;3;1;1;20.865385;37.5;50;9.1346149;0;0;1;0;1;0;0;0;1
198;0;1;0;0;1;39;18;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;57;51;44;62;57;53.539127;70;155;185;16;17;1;1;0;16.326923;34.02;52;19.788462;0;0;1;0;1;0;0;1;0
4907;0;1;0;0;1;42;20;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;68;61;60;56;61;57;61.445091;72;185;210;12;14;1;1;0;1.3076923;127.9;10;1.3076923;0;0;0;0;1;0;0;0;1
562;0;1;0;0;1;40;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;48;54;54;53;56;47;55.174843;69;163;168;12;13;1;1;0;14.923077;17.34;54;4.9230771;0;1;0;0;1;0;1;0;0
3479;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;49;46;35;47;44;45.360538;72;180;195;12;12;2;1;0;19.961538;25.5;45;6.9807692;1;0;1;0;0;0;1;0;0
5263;0;1;0;0;1;45;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;55;55;59;52;44;57.628418;70;165;197;12;11;2;0;0;23.038462;10.68;45;2.1538463;0;0;1;0;1;0;0;1;0
5291;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;40;43;37;29;41;28;37.999809;67;180;210;12;14;3;1;1;19.903847;16.16;40;18.923077;1;0;1;0;0;0;1;0;0
4129;0;1;0;0;1;39;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;50;57;51;50;50;54;55.174843;67;143;175;6;6;4;1;0;15.557693;14.21;40;3.4615386;0;0;1;0;0;0;0;0;1
12106;0;1;0;0;1;38;18;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;58;51;54;56;54;57;54.356983;71;160;180;13;16;3;1;0;9.6730766;31.25;40;4.8269229;0;0;1;0;1;0;0;1;0
11972;0;1;0;1;0;40;20;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;36;45;50;47;51;47;47.541496;67;135;160;12;15;2;1;0;13.442307;40;50;5.4615383;0;1;0;0;1;0;0;0;1
4765;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;58;55;52;53;41;41;55.174843;73;180;198;12;12;3;1;0;13.423077;19.4;53;3.8461537;0;0;1;0;1;0;1;0;0
445;0;1;0;0;1;37;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;60;53;57;59;54;56;57.083179;74;185;257;14;16;1;1;0;13.346154;20.969999;55;1.6923077;0;0;1;0;0;1;0;0;0
1591;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;48;47;47;44;44;52;46.996254;69;180;200;11;11;3;0;0;17.538462;7.54;40;2.5384614;0;0;1;0;0;0;0;1;0
3141;0;1;0;0;1;40;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;62;65;61;59;62;61;64.71653;74;200;225;12;14;2;1;0;14.307693;33.650002;40;2.2307692;0;0;1;0;1;1;0;0;0
4348;0;1;0;0;1;38;14;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;58;57;50;47;44;44;54.084366;71;140;170;13;12;1;1;0;14.057693;22;40;.01923077;0;0;1;0;0;0;0;1;0
12068;0;1;0;1;0;39;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;64;55;60;59;48;45;58.991516;68;185;230;20;20;2;1;0;17.692308;18.6;40;16.038462;1;1;0;0;1;0;0;1;0
2767;0;1;0;0;1;38;14;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;46;32;33;44;37;41;35.000996;63;110;140;9;10;2;0;1;15.230769;15.38;40;11.096154;0;1;0;0;0;0;0;0;1
2005;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;64;58;59;53;59;35;58.718899;71;180;200;12;16;2;1;0;12.923077;26.51;50;4.2692308;0;0;1;0;1;0;1;0;0
5377;0;1;0;0;1;41;14;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;56;62;60;62;57;50;63.626049;71;177;240;12;12;4;1;0;20.365385;16.879999;41;11.865385;0;0;1;0;0;0;1;0;0
4448;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;60;55;59;59;50;50;58.718899;71;158;200;12;10;1;1;0;11.788462;32.049999;42;5.5;0;0;1;0;1;0;0;1;0
87;0;1;1;0;0;39;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;38;38;22;32;25;41;32.002178;68;170;159;11;12;7;1;0;18.25;8.5;40;3.3269231;0;0;1;0;1;1;0;0;0
213;0;1;0;0;1;39;16;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;58;65;60;62;62;55;65.261765;72;155;164;12;16;3;1;;16.807692;19.68;42;.88461536;0;1;0;0;1;1;0;0;0
3942;0;1;1;0;0;44;11;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;40;39;28;32;26;41;34.183136;74;180;175;12;6;7;1;1;6.7307692;6.1500001;20;.25;0;0;1;0;1;0;0;0;1
85;0;1;1;0;0;43;11;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;30;34;22;32;20;25;29.821222;64;139;165;11;11;7;1;0;9.1538458;8.75;40;3.7307692;0;0;1;0;1;1;0;0;0
2816;0;1;0;0;1;41;12;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;38;36;44;32;50;52;36.909332;73;194;188;7;12;0;0;0;19.846153;26.219999;44;17.788462;1;0;1;0;0;0;0;0;1
1386;0;1;1;0;0;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;40;39;43;44;52;42;41.543865;68;155;175;14;12;4;1;1;9.6153851;15.75;47;8.9807692;0;0;1;0;0;0;0;0;1
2463;0;1;0;0;1;44;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;68;64;61;62;62;65;64.989151;69;160;160;14;12;4;1;0;20.75;9.6099997;60;1.9230769;0;0;1;0;0;0;1;0;0
1556;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;61;46;56;53;56;57.628418;74;185;175;12;14;4;1;0;20.865385;16;40;1.9423077;0;0;1;0;0;0;0;1;0
2466;0;1;0;0;1;40;10;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;34;43;34;38;52;51;39.635529;74;180;175;12;12;5;1;0;16.807692;8;50;3.2307692;0;0;1;0;1;0;1;0;0
1790;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;64;53;60;59;42;54;57.901039;70;155;220;13;15;1;1;0;21.576923;14.9;40;6.0576925;0;1;0;0;0;0;0;0;1
2024;0;1;0;0;1;42;15;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;64;65;59;59;57;56;64.171288;71;190;220;17;20;1;1;0;17.846153;17.02;40;1.4615384;1;0;1;0;1;0;1;0;0
